"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","sent1","sent2","sent3","sent4"
"xx28163325","xx1513948982480814080","2022-04-12 18:35:39","ClarkPlanet","NASA has a new spacecraft<U+0001F680> 
CHECK. IT. OUT! 

https://t.co/sInX7YLJpS","Twitter Web App",69,,,"",FALSE,FALSE,0,0,,,"",,"jpl.nasa.gov/news/nasa-showâ€¦","https://t.co/sInX7YLJpS","https://www.jpl.nasa.gov/news/nasa-shows-off-psyche-spacecraft-to-media","","","","","","","",,,"","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ClarkPlanet/status/1513948982480814080","clarkplanet","Salt Lake City, Utah","Open Sunday through Thursday, 10 a.m. to 7 p.m., Friday and Saturday 10 a.m. to 10:45 p.m.","https://t.co/fKiulQ3cHJ",FALSE,5635,1157,263,9316,897,"2009-04-01 18:37:03",FALSE,"https://t.co/fKiulQ3cHJ","http://www.clarkplanetarium.org",,"https://pbs.twimg.com/profile_banners/28163325/1649094014","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1511035928906588164/lYmJxCG3_normal.jpg",0.8,0,0,0
"xx28163325","xx1513943410079518723","2022-04-12 18:13:31","ClarkPlanet","NASAâ€™s Self-Driving Perseverance Mars Rover Is Breaking Records
Click the link for more information: 
https://t.co/1QkrhFUbD4","Twitter Web App",125,,,"",FALSE,FALSE,0,0,,,"",,"youtu.be/E3xWCqPBUFU?liâ€¦","https://t.co/1QkrhFUbD4","https://youtu.be/E3xWCqPBUFU?list=PLTiv_XWHnOZqCrMU2ppcLjRn1zlDkNx3q","","","","","","","",,,"","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ClarkPlanet/status/1513943410079518723","clarkplanet","Salt Lake City, Utah","Open Sunday through Thursday, 10 a.m. to 7 p.m., Friday and Saturday 10 a.m. to 10:45 p.m.","https://t.co/fKiulQ3cHJ",FALSE,5635,1157,263,9316,897,"2009-04-01 18:37:03",FALSE,"https://t.co/fKiulQ3cHJ","http://www.clarkplanetarium.org",,"https://pbs.twimg.com/profile_banners/28163325/1649094014","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1511035928906588164/lYmJxCG3_normal.jpg",0.8,0,1,0
"xx877941223578898433","xx1513948970212548609","2022-04-12 18:35:36","mxilovecookies","nasa image of the day https://t.co/0DV3wjVAZg","Twitter for iPhone",21,,,"",FALSE,FALSE,0,0,,,"",,"","","","http://pbs.twimg.com/media/FQKgkARXwAMlqg4.jpg","https://t.co/0DV3wjVAZg","https://twitter.com/mxilovecookies/status/1513948970212548609/photo/1","photo","http://pbs.twimg.com/media/FQKgkARXwAMlqg4.jpg","https://t.co/0DV3wjVAZg","https://twitter.com/mxilovecookies/status/1513948970212548609/photo/1",,,"","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mxilovecookies/status/1513948970212548609","jupiter??","they/them || 18 ","<U+2643> <U+0001F680><U+0001F4AB> â€œBe proud of your place in the cosmos. it is small, and yet, it is.â€ <U+0001F3F3><U+FE0F><U+200D><U+26A7><U+FE0F><U+0001F3F3><U+FE0F><U+200D><U+0001F308>","",FALSE,187,367,7,16894,132483,"2017-06-22 17:27:53",FALSE,"","",,"https://pbs.twimg.com/profile_banners/877941223578898433/1649383243","","http://pbs.twimg.com/profile_images/1512248907488796678/HYPcRQZ7_normal.jpg",0,0,0,0
"xx59240990","xx1513948951979995148","2022-04-12 18:35:32","MrTopple","finally we can be put out of our fucking misery https://t.co/0aWKSryK4Y","Twitter for Android",71,,,"",FALSE,FALSE,0,0,,,"",,"independent.co.uk/space/nasa-comâ€¦","https://t.co/0aWKSryK4Y","https://www.independent.co.uk/space/nasa-comet-asteroid-hubble-telescope-b2056434.html","","","","","","","",,,"","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MrTopple/status/1513948951979995148","Steve Topple","Council Estate, Bromley London","Staff Writer @TheCanaryUK

Journalist @BywireNews

Vibes @Reggaeville @PauzeRadio

Music Publicist 

Project lead @ #CanaryAmplify

Views my own etc.","https://t.co/hS8CgTK0hO",FALSE,34436,5102,331,157827,74242,"2009-07-22 20:35:32",TRUE,"https://t.co/hS8CgTK0hO","http://about.me/stevetopple",,"https://pbs.twimg.com/profile_banners/59240990/1638391265","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1356158011270688770/rP1i6OP7_normal.jpg",-1.35,-6,0,-2
"xx1512495436891893762","xx1513948924251455504","2022-04-12 18:35:26","GoisonChills","@NASASolarSystem @NASA Go to Mars or I unfollow","Twitter for iPhone",24,"xx1513931685556940801","xx15165493","NASASolarSystem",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx15165493 xx11348282","NASASolarSystem NASA","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GoisonChills/status/1513948924251455504","Goison","","Cubs, Blackhawks, Bulls, Steelers, and Harden.","",FALSE,60,150,2,367,289,"2022-04-08 18:19:54",FALSE,"","",,"","","http://pbs.twimg.com/profile_images/1512495505804255237/oRzHG_XK_normal.jpg",0,0,0,0
"xx1459262039122141185","xx1513948792525099011","2022-04-12 18:34:54","_MadBuilder_","@kensavage It is a pre-covid 19 idea. Reading a NASA paper that talked about air purification with plants in closed environments, I began to investigate, and I have even created a startup (https://t.co/ZlsApk5Npy).

It's so important to be inspired and creative, to breathe quality air. :)","Twitter Web App",278,"xx1513947385466077185","xx8436612","kensavage",FALSE,FALSE,0,0,,,"",,"blava.hspaces.io","https://t.co/ZlsApk5Npy","http://blava.hspaces.io","","","","","","","",,"xx8436612","kensavage","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_MadBuilder_/status/1513948792525099011","JB","World","Former CTO. Now #buildinginpublic and talking about #cybersecurity #saas and other stuff. Running https://t.co/jEZ8O50uSy and launching DragonSec, a webapp security scanner.","https://t.co/jCpBxtlCkK",FALSE,61,238,4,447,639,"2021-11-12 20:49:24",FALSE,"https://t.co/jCpBxtlCkK","https://treem.live",,"https://pbs.twimg.com/profile_banners/1459262039122141185/1646672877","","http://pbs.twimg.com/profile_images/1476321431105552393/lLqCIYyD_normal.jpg",3.35,8,6,2
"xx1464698043102552065","xx1513948752654094340","2022-04-12 18:34:45","Habaaaaaaaaa","@hashallthehash @Timcast Yeah I'm an aerospace/propulsion engineer. Started interning for nasa my first year in college. Never seen someone get so triggered about someone having a career lmao must be a welfare type","Twitter for Android",189,"xx1513947735371694085","xx747638475248275456","hashallthehash",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx747638475248275456 xx27000730","hashallthehash Timcast","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Habaaaaaaaaa/status/1513948752654094340","Haba","","","",FALSE,8,80,1,1848,105,"2021-11-27 20:50:10",FALSE,"","",,"https://pbs.twimg.com/profile_banners/1464698043102552065/1649033324","","http://pbs.twimg.com/profile_images/1510780978062667780/TsLYfEGh_normal.jpg",0,5,1,0
"xx1507334840282189830","xx1513948751957741576","2022-04-12 18:34:44","tom01117","@floki_nasa Good project #altercdo #Albether #ImranKhan","Twitter for iPhone",43,"xx1504132305031352321","xx1504118770247221249","floki_nasa",FALSE,FALSE,0,0,,,"altercdo Albether ImranKhan",,"","","","","","","","","","",,"xx1504118770247221249","floki_nasa","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/tom01117/status/1513948751957741576","@tom_0-11","","","",FALSE,3,32,0,42,38,"2022-03-25 12:33:42",FALSE,"","",,"","","http://pbs.twimg.com/profile_images/1507335035636142093/Uidp2mMF_normal.jpg",0.75,3,1,1
"xx2412555163","xx1513948728922677250","2022-04-12 18:34:39","ratemytopics","NASAâ€™s mega moon rocketâ€™s next prelaunch test attempt beginsÂ Tuesday https://t.co/RQgHMPDdPM","WordPress.com",92,,,"",FALSE,FALSE,0,0,,,"",,"ratemytopics.com/2022/04/12/nasâ€¦","https://t.co/RQgHMPDdPM","https://ratemytopics.com/2022/04/12/nasas-mega-moon-rockets-next-prelaunch-test-attempt-begins-tuesday/","","","","","","","",,,"","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ratemytopics/status/1513948728922677250","Dawn Hargrove","","","",FALSE,387,27,2,115963,0,"2014-03-26 12:40:47",FALSE,"","",,"","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/448803336980930560/lkrCJIU-_normal.png",0,0,0,0
"xx227947565","xx1513948712346832902","2022-04-12 18:34:35","zachary_bergen","@Snubs Omg that comment, Uber with rock was this guy buried? <U+0001F602> as if women donâ€™t know anything? There are so many women that are doing amazing things at NASA, SpaceX, Virgin Galactic, ULA and many other space companies. You keep going youâ€™re doing great <U+0001F44D>","Twitter for iPhone",248,"xx1513672569269809153","xx14203895","Snubs",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx14203895","Snubs","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/zachary_bergen/status/1513948712346832902","Zachary 3D Prints<U+0001F308>","Venray, Nederland","Iâ€™m a content creator on YouTube. love for 3D printing, Zachary 3D Prints. Iâ€™m always looking for news about 3D printing for the channel, please DM me.","https://t.co/pnLzk4wE9s",FALSE,1446,1393,12,24167,70639,"2010-12-18 08:13:16",FALSE,"https://t.co/pnLzk4wE9s","https://www.youtube.com/channel/UCNeO7Ztm3vPwK1WLZCf6Qyg",,"https://pbs.twimg.com/profile_banners/227947565/1620385121","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1277648984060891144/uD0DjLRM_normal.jpg",-0.2,5,2,2
"xx564366751","xx1513948707883999238","2022-04-12 18:34:34","hoseinmazaheri","@floki_nasa It's a very wonderful project !!!! I feel avant-garde and sharpened sensibility!!!! I'm so happy if you give me this one i'm very very thankyou 

@amirpashaa72 

@Amirali10299835 

@AmitSingh0208","Twitter for Android",195,"xx1504132305031352321","xx1504118770247221249","floki_nasa",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx1504118770247221249 xx1395860692108992516 xx1374563980933468170 xx1374904091772473349","floki_nasa amirpashaa72 Amirali10299835 AmitSingh0208","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/hoseinmazaheri/status/1513948707883999238","hosseinmazaheri","tehran","#trader #crypto
#babydoge 
 #starL <U+0001F1EE><U+0001F1F7>","https://t.co/2LaKYKBAup",FALSE,56,116,1,3371,383,"2012-04-27 07:07:25",FALSE,"https://t.co/2LaKYKBAup","https://www.facebook.com/parsamazaheri",,"https://pbs.twimg.com/profile_banners/564366751/1367089557","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1463906199158599691/TExvS0xI_normal.jpg",2.3,7,3,2
"xx1393686751374286850","xx1513948705405038592","2022-04-12 18:34:33","BuildingToys1","LEGO Ideas 92176 (21309) NASA Apollo Saturn V New Factory Sealed https://t.co/tWWsK2nab5 eBay https://t.co/aaAyTMpu8v","dlvr.it",93,,,"",FALSE,FALSE,0,0,,,"",,"ebay.com/itm/2949208882â€¦","https://t.co/tWWsK2nab5","https://www.ebay.com/itm/294920888283?hash=item44aaa79fdb%3Ag%3A9KgAAOSwOTZfikqY&mkcid=1&mkrid=711-53200-19255-0&siteid=0&campid=5338752399&customid=&toolid=10001&mkevt=1","http://pbs.twimg.com/media/FQKgUyMVgAIDsRh.jpg","https://t.co/aaAyTMpu8v","https://twitter.com/BuildingToys1/status/1513948705405038592/photo/1","photo","http://pbs.twimg.com/media/FQKgUyMVgAIDsRh.jpg","https://t.co/aaAyTMpu8v","https://twitter.com/BuildingToys1/status/1513948705405038592/photo/1",,,"","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BuildingToys1/status/1513948705405038592","Building Toys","","Building Toys. Selected Items. Deals. Product Information. Daily Updated. (eBay Links)","https://t.co/p24ir0QzXD",FALSE,26,0,0,27243,0,"2021-05-15 21:56:35",FALSE,"https://t.co/p24ir0QzXD","https://www.pinterest.com/BuildingToysY/",,"https://pbs.twimg.com/profile_banners/1393686751374286850/1621115862","","http://pbs.twimg.com/profile_images/1393686807380783104/xoBA4C2I_normal.jpg",0.2,0,-1,0
"xx1347983678127955969","xx1513948592330973193","2022-04-12 18:34:06","yo_athena","@nasa @Space_Station @spaceforcedod @statedept @deptofdefense @DHSgov @TheJusticeDept @potus @un @hrw @whitehouse @amnesty just tweeting this again government.... https://t.co/Vy7DpH02Xp","Twitter for iPhone",162,,"xx11348282","NASA",TRUE,FALSE,0,0,,,"",,"twitter.com/yo_athena/statâ€¦","https://t.co/Vy7DpH02Xp","https://twitter.com/yo_athena/status/1510359172516356105","","","","","","","",,"xx11348282 xx1451773004 xx26572460 xx9624742 xx66369181 xx15647676 xx73181712 xx1349149096909668363 xx14159148 xx14700316 xx1323730225067339784 xx18213483","NASA Space_Station SpaceForceDoD StateDept DeptofDefense DHSgov TheJusticeDept POTUS UN hrw WhiteHouse amnesty","en","xx1510359172516356105","Added a few tweets to this. Tweeting so i can pin it https://t.co/aM5WdekpZb","2022-04-02 20:51:02","Twitter for iPhone",2,1,"xx1347983678127955969","yo_athena","April, who the government tried to traffic",437,546,11259,"","In 2020 I met a government contractor & â€œpizza chef.â€ I was given all kinds of info on a trafficking operation & location & learned how deep it all truly goes.",FALSE,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/yo_athena/status/1513948592330973193","April, who the government tried to traffic","","In 2020 I met a government contractor & â€œpizza chef.â€ I was given all kinds of info on a trafficking operation & location & learned how deep it all truly goes.","",FALSE,437,546,0,11259,7094,"2021-01-09 19:09:01",FALSE,"","",,"https://pbs.twimg.com/profile_banners/1347983678127955969/1618632719","","http://pbs.twimg.com/profile_images/1490911884937240579/OKFy6PiL_normal.jpg",0.5,0,0,0
"xx1461086684481683459","xx1513948487511019520","2022-04-12 18:33:41","BlurstTwiter","@NASA 
What if you made sleeping compartments that were little centrifuges so the Astronauts would sleep in gravity for the time that their bodies are healing?","Twitter Web App",159,,"xx11348282","NASA",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx11348282","NASA","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BlurstTwiter/status/1513948487511019520","BlurstTwiter","","","",FALSE,1,45,0,56,61,"2021-11-17 21:40:10",FALSE,"","",,"","","http://pbs.twimg.com/profile_images/1461090089296011264/XYTHVacH_normal.jpg",0.5,0,1,0
"xx1495361513384599553","xx1513948483278966786","2022-04-12 18:33:40","yjwzcat","iâ€™m not an army but help?!???? puro bts and army nasa tl ko <U+0001F62D>","Twitter for iPhone",61,,,"",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,,"","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/yjwzcat/status/1513948483278966786","<U+200F><U+064B>","<U+0001F962> this is monii ! 
s%they . minor . ph 
selective - sb to unf ! 
 
RCBYF !","yjw thinker.","https://t.co/hh928NEq5h",FALSE,555,433,1,3466,2215,"2022-02-20 11:35:48",FALSE,"https://t.co/hh928NEq5h","https://yjwzcat.carrd.co",,"https://pbs.twimg.com/profile_banners/1495361513384599553/1645365313","","http://pbs.twimg.com/profile_images/1513538468990926851/ZglY0Tmt_normal.jpg",0,2,0,0
"xx775892017893126146","xx1513948379054632961","2022-04-12 18:33:16","akaelwopo1","@TyotoRiffle @PAULSPROJEX Those grass are from NASA not from Tony Heller although Tony Heller is a scientist and one of the best data analysis people on the planet he has worked with the temperature modules and in climate data for years he's right NASA manipulated the data to show cooling","Twitter for iPhone",263,"xx1513947455225839621","xx970806671319732226","TyotoRiffle",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx970806671319732226 xx1032047243371540480","TyotoRiffle PAULSPROJEX","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/akaelwopo1/status/1513948379054632961","Climate Canadian","","Technology, Real Climate Science, destroying the alarmist narrative one idiot at a time","",FALSE,191,257,3,6668,6795,"2016-09-14 03:00:47",FALSE,"","",,"https://pbs.twimg.com/profile_banners/775892017893126146/1634893494","","http://pbs.twimg.com/profile_images/1355122537043120129/-uq7jH02_normal.jpg",1.35,2,1,3
"xx775892017893126146","xx1513940277324500993","2022-04-12 18:01:04","akaelwopo1","@PAULSPROJEX @TyotoRiffle yes we typically refer to it as the IPCC. https://t.co/1474zutfDU satellite data that we are talking about and that I posted is from the UAH Alabama they run satellites for NASA The satellites will give you observational data this is one of the two guys that runs those Satellite","Twitter for iPhone",279,"xx1513939129133776897","xx1032047243371540480","PAULSPROJEX",FALSE,FALSE,0,0,,,"",,"youtu.be/27spP9QVLrUThe","https://t.co/1474zutfDU","https://youtu.be/27spP9QVLrUThe","","","","","","","",,"xx1032047243371540480 xx970806671319732226","PAULSPROJEX TyotoRiffle","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/akaelwopo1/status/1513940277324500993","Climate Canadian","","Technology, Real Climate Science, destroying the alarmist narrative one idiot at a time","",FALSE,191,257,3,6668,6795,"2016-09-14 03:00:47",FALSE,"","",,"https://pbs.twimg.com/profile_banners/775892017893126146/1634893494","","http://pbs.twimg.com/profile_images/1355122537043120129/-uq7jH02_normal.jpg",0.8,1,0,0
"xx1014933511340417024","xx1513948323434139649","2022-04-12 18:33:02","dotnetpiss","@frameofmind @torpet002 @xerb1966 @WeiZhangAtmos @NASA Wow you're really just showing your whole ass to the world today. Just can't comprehend research done by professionals so you continue to spout BS for some reason. Why is that? Do you have trouble reading? is it comprehension? Lack of science education?","Twitter Web App",253,"xx1513947919702929413","xx20165785","frameofmind",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx20165785 xx923097242784976896 xx711082085251809281 xx993197738081898497 xx11348282","frameofmind torpet002 xerb1966 WeiZhangAtmos NASA","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/dotnetpiss/status/1513948323434139649","carl brutananadilewski","","","",FALSE,281,1,0,189,141,"2018-07-05 18:06:20",FALSE,"","",,"https://pbs.twimg.com/profile_banners/1014933511340417024/1622060015","","http://pbs.twimg.com/profile_images/1416143209269325824/_7ZaQcs9_normal.jpg",0.65,-4,2,-2
"xx1014933511340417024","xx1513947977378897924","2022-04-12 18:31:40","dotnetpiss","@WeiZhangAtmos @alan_poirier â€œStudies have shown that plants acclimatize, or adjust, to rising carbon dioxide concentration and the fertilization effect diminishes over time.â€

K and it's been shown to diminish over time. So now we have excess carbon and are back to the beginning. 

https://t.co/9NhrUImTb4","Twitter Web App",278,"xx1513938527070965769","xx993197738081898497","WeiZhangAtmos",FALSE,FALSE,0,0,,,"",,"nasa.gov/feature/goddarâ€¦","https://t.co/9NhrUImTb4","https://www.nasa.gov/feature/goddard/2016/carbon-dioxide-fertilization-greening-earth","","","","","","","",,"xx993197738081898497 xx24782816","WeiZhangAtmos alan_poirier","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/dotnetpiss/status/1513947977378897924","carl brutananadilewski","","","",FALSE,281,1,0,189,141,"2018-07-05 18:06:20",FALSE,"","",,"https://pbs.twimg.com/profile_banners/1014933511340417024/1622060015","","http://pbs.twimg.com/profile_images/1416143209269325824/_7ZaQcs9_normal.jpg",-0.75,0,-1,0
"xx1675632462","xx1513948275224813575","2022-04-12 18:32:51","bluecoraI","@bastilledan goodnight sweet soul. X https://t.co/qYFHwoSN7X","Twitter for iPhone",36,,"xx1407401416721829902","bastilledan",TRUE,FALSE,0,0,,,"",,"twitter.com/nasa/status/15â€¦","https://t.co/qYFHwoSN7X","https://twitter.com/nasa/status/1513539144395509762","","","","","","","",,"xx1407401416721829902","bastilledan","en","xx1513539144395509762","MEDIA: Today at 4pm ET (20:00 UTC) NASA leaders will provide an update on the @NASAArtemis I mission to the Moon and its final major test on the launchpad.

Testing is currently scheduled to resume on April 12 and tanking to begin April 14: https://t.co/7NP9OaPAjD https://t.co/dB1NiZ7mpz","2022-04-11 15:27:06","Sprinklr",2786,334,"xx11348282","NASA","NASA",55398364,181,68196,"Pale Blue Dot","There's space for everybody. <U+2728>",TRUE,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bluecoraI/status/1513948275224813575","Claudia <U+0001F4AB>","MÃ¡laga, Spain / Twin Peaks","24 laps around the Sun. There is not such thing as a coincidence in this world, there is only the inevitable. Fandom acc: @claunoyume","https://t.co/wl6qQSPkrV",FALSE,1296,117,25,65950,104563,"2013-08-16 12:50:55",FALSE,"https://t.co/wl6qQSPkrV","https://claudiasvault.carrd.co/#",,"https://pbs.twimg.com/profile_banners/1675632462/1637617521","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1513544944429977611/Mb55au0a_normal.jpg",0.75,2,1,1
"xx45824365","xx1513947961000173575","2022-04-12 18:31:36","mind_of_matt","@xjptaa @NASA Tell â€œGodâ€ anything you want. He doesnâ€™t exist.","Twitter Web App",47,"xx1513929988646580230","xx2690919318","xjptaa",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx2690919318 xx11348282","xjptaa NASA","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mind_of_matt/status/1513947961000173575","Matt Butts <U+0001F3F3><U+FE0F><U+200D><U+0001F308> <U+0001F60E><U+0001F44D> <U+0001F1FA><U+0001F1E6>","Saint Louis Park, MN","Proudly American, Boomer, Liberal, Atheist, and Gay.
Incorrigible Punster, Sarcastic Bastard. Inventor of Trolling.
#BlackLivesMatter #StopAsianHate #TrumpLost","https://t.co/LRivFze63s",FALSE,186,231,1,11880,573,"2009-06-09 12:21:47",FALSE,"https://t.co/LRivFze63s","http://www.mattbutts.com",,"https://pbs.twimg.com/profile_banners/45824365/1618521308","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1377760599799705601/4wX2v3-X_normal.jpg",0,2,1,0
"xx45824365","xx1513948240890236939","2022-04-12 18:32:43","mind_of_matt","@NatashaZam007 @NASA But not first on the moon. #FAIL","Twitter Web App",32,"xx1513935810734796802","xx1497535183117037568","NatashaZam007",FALSE,FALSE,0,0,,,"FAIL",,"","","","","","","","","","",,"xx1497535183117037568 xx11348282","NatashaZam007 NASA","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mind_of_matt/status/1513948240890236939","Matt Butts <U+0001F3F3><U+FE0F><U+200D><U+0001F308> <U+0001F60E><U+0001F44D> <U+0001F1FA><U+0001F1E6>","Saint Louis Park, MN","Proudly American, Boomer, Liberal, Atheist, and Gay.
Incorrigible Punster, Sarcastic Bastard. Inventor of Trolling.
#BlackLivesMatter #StopAsianHate #TrumpLost","https://t.co/LRivFze63s",FALSE,186,231,1,11880,573,"2009-06-09 12:21:47",FALSE,"https://t.co/LRivFze63s","http://www.mattbutts.com",,"https://pbs.twimg.com/profile_banners/45824365/1618521308","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1377760599799705601/4wX2v3-X_normal.jpg",-0.75,-2,0,-1
"xx45824365","xx1513947413295288328","2022-04-12 18:29:25","mind_of_matt","@cbtbrian @NASA â€œI predict the future of this earthly human race
is that having made a mess of earth,
theyâ€™ll move to outer space.
Oh, wellâ€¦ there goes the neighborhood!â€
â€” Leonard Nimoy","Twitter Web App",170,"xx1513943051034664961","xx533348309","cbtbrian",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx533348309 xx11348282","cbtbrian NASA","en",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mind_of_matt/status/1513947413295288328","Matt Butts <U+0001F3F3><U+FE0F><U+200D><U+0001F308> <U+0001F60E><U+0001F44D> <U+0001F1FA><U+0001F1E6>","Saint Louis Park, MN","Proudly American, Boomer, Liberal, Atheist, and Gay.
Incorrigible Punster, Sarcastic Bastard. Inventor of Trolling.
#BlackLivesMatter #StopAsianHate #TrumpLost","https://t.co/LRivFze63s",FALSE,186,231,1,11880,573,"2009-06-09 12:21:47",FALSE,"https://t.co/LRivFze63s","http://www.mattbutts.com",,"https://pbs.twimg.com/profile_banners/45824365/1618521308","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1377760599799705601/4wX2v3-X_normal.jpg",0.05,-2,-1,0
